Property ID,Postal Code,Locality,Property Type,Sale Type,Price (€),Surface of the plot (m²),Living Area (m²),Bedrooms,Bathrooms,Furnished,Kitchen Type,Building condition,number of Frontages,number of Floors,Floor,Construction Year,Primary Energy Consumption (kWh/m²),Energy class,Flood Zone Type,Garden Surface,Terrace Surface,Swimming Pool,Elevator,Basement,Public Sale,Price Label,URL
20256888,4100,seraing,house,for-sale,129000129000,204,263,2,1,No,Not installed,To renovate,2,2,None,None,347,E,Non flood zone,None,None,None,No,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20256888
20256887,8400,oostende,house,for-sale,489000489000,585,244,4,1,None,None,As new,4,None,None,2005,182,B,None,360,48,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/20256887
20259041,6230,pont-a-celles,house,for-sale,190000190000,127,110,3,1,No,Installed,Good,2,2,None,None,286,D,Non flood zone,55,10,None,None,None,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/house/for-sale/pont-a-celles/6230/20259041
20256880,1390,grez-doiceau,house,for-sale,340000340000,None,125,3,None,None,None,Good,4,None,None,None,499,F,None,198,30,None,None,Yes,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/house/for-sale/grez-doiceau/1390/20256880
20258798,9160,lokeren-eksaarde,villa,for-sale,815000815000,3507,316,4,2,None,Hyper equipped,Good,4,2,None,1999,208,C,Non flood zone,3207,40,Yes,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/villa/for-sale/lokeren-eksaarde/9160/20258798
20236276,4683,vivegnis,house,for-sale,145000145000,414,65,1,1,No,Installed,Good,2,2,None,None,287,D,Non flood zone,330,35,None,None,10,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/vivegnis/4683/20236276
20235971,3550,heusden-zolder,house,for-sale,380000380000,695,259,5,2,No,None,To renovate,None,None,None,1978,313,D,Non flood zone,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/heusden-zolder/3550/20235971
20243441,1982,elewijt,apartment,for-sale,396500396500,None,128,2,1,None,Hyper equipped,None,4,2,1,2024,None,A+,Non flood zone,None,22,None,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/elewijt/1982/20243441
20243440,1982,elewijt,apartment,for-sale,537720537720,None,170,3,1,None,Hyper equipped,None,4,2,1,2024,None,A+,Non flood zone,None,21,None,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/elewijt/1982/20243440
20236928,1082,sint-agatha-berchem,mansion,for-sale,730000730000,535,238,5,1,None,Installed,Good,3,None,None,1930,230,E,Non flood zone,330,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/mansion/for-sale/sint-agatha-berchem/1082/20236928
20239995,8434,westende,apartment,for-sale,259000259000,None,76,2,1,Yes,None,Just renovated,None,3,None,1962,161,B,None,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/westende/8434/20239995
20238334,1200,woluwe-saint-lambert,penthouse,for-sale,875000875000,None,187,2,1,No,Hyper equipped,Just renovated,3,5,4,1912,109,C,Non flood zone,None,25,No,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/20238334
20238307,2930,brasschaat,ground-floor,for-sale,10850001085000,None,193,2,2,No,Hyper equipped,Just renovated,2,None,None,1993,146,B,Non flood zone,10000,70,No,Yes,6,Not a public sale,None,https://www.immoweb.be/en/classified/ground-floor/for-sale/brasschaat/2930/20238307
20258249,4000,liege,apartment,for-sale,199000199000,None,100,2,1,No,Installed,As new,2,1,7,1975,159,B,Non flood zone,None,6,No,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20258249
20106547,9630,zwalm,house,for-sale,335000335000349000,317,152,3,1,No,None,Just renovated,3,4,None,1941,229,C,Non flood zone,None,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/zwalm/9630/20106547
20236570,9300,aalst,house,for-sale,379000379000,375,180,5,2,None,Hyper equipped,Good,2,3,None,1952,222,C,Non flood zone,285,16,No,No,10,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20236570
20245695,9550,sint-antelinks,house,for-sale,479000479000,900,191,3,1,None,Installed,None,2,2,None,2023,None,A+,Non flood zone,620,21,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/sint-antelinks/9550/20245695
20119205,4171,comblain-au-pont,house,for-sale,150000150000,193,104,3,1,No,Installed,To be done up,4,2,None,1919,444,F,Non flood zone,15,15,No,No,Yes,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/house/for-sale/comblain-au-pont/4171/20119205
11458909,1030,schaerbeek,apartment,for-sale,395000395000,None,104,2,1,Yes,Hyper equipped,As new,2,5,5,1989,234,E,Non flood zone,None,None,No,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/11458909
20256874,9220,hamme,villa,for-sale,665000665000,1390,366,4,2,None,None,As new,4,None,None,1958,384,D,None,None,None,None,No,None,Not a public sale,None,https://www.immoweb.be/en/classified/villa/for-sale/hamme/9220/20256874
20175923,4121,neupre,house,for-sale,595000595000,1700,249,5,1,No,Installed,Good,4,1,None,1995,340,D,Non flood zone,1546,30,No,No,Yes,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/house/for-sale/neupre/4121/20175923
20256869,8600,esen,house,for-sale,328036328036,246,160,3,1,None,None,Good,3,2,None,2024,None,Not specified,None,166,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/esen/8600/20256869
20256866,1180,uccle,apartment,for-sale,476000476000,None,115,3,2,None,Hyper equipped,As new,2,3,1,2023,None,Not specified,None,None,8,None,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20256866
20256865,1190,forest,apartment,for-sale,350000350000,None,95,2,1,No,None,Good,None,5,5,1958,259,E,None,None,None,No,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20256865
20256873,1000,brussels,penthouse,for-sale,495000495000,None,99,1,1,No,Hyper equipped,As new,3,7,7,2023,58,B,None,None,54,None,Yes,3,Not a public sale,None,https://www.immoweb.be/en/classified/penthouse/for-sale/brussels/1000/20256873
20256864,9880,aalter,house,for-sale,489620489620,827,184,3,1,No,Not installed,As new,3,1,None,2024,None,A,Non flood zone,827,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/aalter/9880/20256864
20256862,2360,oud-turnhout,apartment,for-sale,329500329500,None,101,3,1,No,Installed,As new,2,None,None,2022,28,A,Non flood zone,None,8,None,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/oud-turnhout/2360/20256862
20256861,9310,aalst%20meldert,house,for-sale,269000269000,329,None,3,1,None,Semi equipped,To renovate,3,None,None,None,493,E,None,None,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/aalst%20meldert/9310/20256861
20256859,2300,turnhout,duplex,for-sale,345000345000,None,148,3,1,No,None,Just renovated,2,None,None,None,216,C,None,None,21,None,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/duplex/for-sale/turnhout/2300/20256859
20256858,1190,forest,house,for-sale,795000795000,None,251,6,3,None,Hyper equipped,As new,2,None,None,1912,None,Not specified,None,None,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/forest/1190/20256858
20256854,3140,keerbergen,house,for-sale,12500001250000,6529,847,6,4,No,Hyper equipped,Good,4,None,None,1995,200,B,Non flood zone,6000,None,Yes,No,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/keerbergen/3140/20256854
20256851,9160,lokeren,apartment,for-sale,189000189000,None,84,2,1,None,Installed,Good,2,None,4,1971,198,B,Non flood zone,None,None,None,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/lokeren/9160/20256851
20256857,2640,mortsel%20%28mortsel%29,ground-floor,for-sale,320000320000,None,87,2,1,No,None,None,2,2,None,2002,None,Not specified,Non flood zone,None,None,No,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/ground-floor/for-sale/mortsel%20%28mortsel%29/2640/20256857
20256849,1800,vilvoorde,house,for-sale,350000350000,None,150,3,1,No,None,None,2,None,None,1918,390,D,Non flood zone,None,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/vilvoorde/1800/20256849
20256847,3550,heusden-zolder,house,for-sale,209000209000,594,110,3,1,No,Semi equipped,None,3,None,None,1951,554,F,None,None,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/heusden-zolder/3550/20256847
20256845,3550,heusden-zolder,apartment,for-sale,229000229000,None,125,2,1,No,Hyper equipped,Good,4,None,1,1972,326,D,None,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/heusden-zolder/3550/20256845
20256846,3550,heusden-zolder,house,for-sale,349000349000,281,190,4,1,None,Installed,As new,3,None,None,2024,None,Not specified,None,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/heusden-zolder/3550/20256846
20256844,3600,genk,apartment,for-sale,145000145000,None,70,1,1,No,Hyper equipped,Good,4,None,None,1997,302,D,None,None,None,None,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/genk/3600/20256844
20256853,3550,heusden-zolder,apartment,for-sale,299000299000,None,97,2,1,No,Hyper equipped,As new,2,1,None,2003,192,B,None,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/heusden-zolder/3550/20256853
10988384,4700,eupen,apartment-block,for-sale,249000249000259000,243,243,3,2,None,Installed,Good,None,None,None,None,None,F,None,1,1,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment-block/for-sale/eupen/4700/10988384
20256839,7380,qui%C3%A9vrain,house,for-sale,180000180000,397,167,3,1,No,Semi equipped,To be done up,3,None,None,None,407,E,Non flood zone,None,None,None,None,Yes,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/house/for-sale/qui%C3%A9vrain/7380/20256839
20136690,7380,qui%C3%A9vrain,apartment-block,for-sale,190000190000,None,None,3,2,No,Semi equipped,To be done up,2,None,None,None,348,E,Non flood zone,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment-block/for-sale/qui%C3%A9vrain/7380/20136690
20256836,7110,maurage,house,for-sale,249000249000,730,234,4,1,No,Installed,Good,4,2,None,2004,242,C,Non flood zone,None,None,No,No,None,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/house/for-sale/maurage/7110/20256836
20256838,8800,roeselare,house,for-sale,230000230000,453,217,4,None,None,None,To renovate,4,2,None,1963,429,E,Non flood zone,None,None,None,None,5,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20256838
20256830,9500,geraardsbergen,house,for-sale,154000154000,60,60,2,1,No,Installed,None,2,None,None,None,240,C,Non flood zone,None,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20256830
20159753,1200,woluwe-saint-lambert,penthouse,for-sale,649000649000,None,175,4,2,No,None,As new,2,4,4,2007,136,C,None,None,42,No,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/20159753
20246246,4460,grace-hollogne,house,for-sale,179000179000,241,None,3,1,No,Installed,Good,3,2,None,None,589,G,Non flood zone,94,28,No,No,32,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/house/for-sale/grace-hollogne/4460/20246246
20247716,8540,deerlijk,house,for-sale,188000188000,256,115,2,1,None,None,Good,None,None,None,1930,None,Not specified,Non flood zone,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/deerlijk/8540/20247716
20246437,9500,geraardsbergen,house,for-sale,249000249000,1560,154,3,1,No,Hyper equipped,To be done up,3,None,None,1890,300,C,Non flood zone,1060,20,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20246437
20250424,4400,flemalle,house,for-sale,299000299000,None,160,4,1,None,Not installed,None,3,1,None,2023,47,A,None,80,30,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/flemalle/4400/20250424
20229670,9800,deinze,apartment,for-sale,340000340000,None,95,2,1,No,Hyper equipped,Good,None,7,3,2021,None,Not specified,Non flood zone,None,16,None,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20229670
20251281,2940,stabroek,house,for-sale,549000549000,176,211,4,2,None,Installed,None,2,None,None,2024,None,A+,Non flood zone,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/stabroek/2940/20251281
20246513,8670,koksijde,villa,for-sale,610000610000,600,354,4,2,None,None,As new,4,3,None,1977,196,B,Non flood zone,448,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/villa/for-sale/koksijde/8670/20246513
20228928,6224,wanfercee-baulet,house,for-sale,149900149900,139,None,3,1,None,Semi equipped,To renovate,3,2,None,None,515,G,Possible flood zone,139,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/wanfercee-baulet/6224/20228928
20228263,9690,kluisbergen,apartment,for-sale,179000179000,None,95,1,None,None,Semi equipped,Good,2,None,None,1978,None,C,Non flood zone,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/kluisbergen/9690/20228263
20229474,9200,baasrode,ground-floor,for-sale,184000184000,None,80,2,1,None,Semi equipped,Good,None,4,None,1997,154,B,Possible flood zone,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/ground-floor/for-sale/baasrode/9200/20229474
20228760,2640,mortsel,apartment,for-sale,279000279000,None,97,3,1,None,Hyper equipped,Good,4,4,1,None,77,A,Non flood zone,None,None,None,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/20228760
20228632,4217,heron,house,for-sale,549000549000,12666,346,4,2,None,Semi equipped,Good,4,None,None,1875,271,D,None,12300,70,Yes,None,Yes,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/house/for-sale/heron/4217/20228632
20244707,9230,wetteren,apartment,for-sale,415000415000,None,90,1,1,None,Installed,None,None,None,None,None,79,A,Non flood zone,None,40,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/wetteren/9230/20244707
20235351,1060,saint-gilles-sint-gillis,duplex,for-sale,450000450000,None,110,2,1,None,USA installed,Good,2,2,2,2018,74,B,None,None,20,No,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/duplex/for-sale/saint-gilles-sint-gillis/1060/20235351
20194759,3920,lommel,apartment,for-sale,569000569000,None,143,3,1,None,Hyper equipped,As new,2,3,2,2021,3,A,Non flood zone,None,30,None,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/lommel/3920/20194759
20241926,6887,herbeumont,house,for-sale,249000249000,1890,568,4,1,No,Not installed,To restore,4,2,None,1850,385,E,Non flood zone,1100,None,No,No,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/herbeumont/6887/20241926
20209526,2640,mortsel,apartment,for-sale,289000289000,None,69,1,1,None,Installed,Just renovated,None,2,None,1935,245,C,Non flood zone,51,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/20209526
20241792,9032,wondelgem,house,for-sale,299000299000,110,140,4,1,No,Installed,To renovate,2,None,None,1931,1074,F,None,None,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/wondelgem/9032/20241792
20149055,1180,uccle,apartment,for-sale,330000330000,None,90,2,1,None,Installed,Good,2,2,2,1967,543,G,Non flood zone,None,2,No,No,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20149055
20242226,9000,gent,exceptional-property,for-sale,700000700000,300,615,5,2,No,Installed,To renovate,4,2,None,None,704,F,None,None,30,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/exceptional-property/for-sale/gent/9000/20242226
20243049,9700,oudenaarde,mixed-use-building,for-sale,11500001150000,337,625,8,4,No,None,None,2,3,None,1968,239,C,Non flood zone,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/oudenaarde/9700/20243049
20178844,4684,oupeye,bungalow,for-sale,950001100950001100,406,130,2,1,No,Installed,Good,4,None,None,1989,815,G,Non flood zone,225,50,No,No,None,Not a public sale,None,https://www.immoweb.be/en/classified/bungalow/for-sale/oupeye/4684/20178844
20184408,4602,vise,house,for-sale,149000149000,50,97,3,1,No,Installed,As new,2,2,None,1850,120,B,Non flood zone,None,19,No,No,5,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/house/for-sale/vise/4602/20184408
20200500,4030,liege,mixed-use-building,for-sale,180000180000,250,160,3,2,No,Installed,To be done up,2,3,None,1937,384,E,Non flood zone,66,None,No,No,16,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/liege/4030/20200500
20220249,9340,lede,house,for-sale,179000179000,139,91,2,1,No,Hyper equipped,To be done up,2,2,None,1946,300,C,Non flood zone,52,13,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/lede/9340/20220249
20193646,4100,seraing,house,for-sale,195000195000,276,107,2,2,No,Installed,Good,2,1,None,1965,182,C,Non flood zone,50,67,No,No,41,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20193646
20148731,4031,liege,house,for-sale,199000199000,231,173,5,2,No,Installed,To be done up,2,2,None,1930,323,D,Recognized flood zone,None,None,No,No,26,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/house/for-sale/liege/4031/20148731
20256819,8310,brugge,exceptional-property,for-sale,24600002460000,1335,857,12,8,Yes,Hyper equipped,As new,3,3,None,2002,197,B,Non flood zone,None,None,Yes,No,None,Not a public sale,None,https://www.immoweb.be/en/classified/exceptional-property/for-sale/brugge/8310/20256819
20159768,4020,li%C3%A8ge,apartment-block,for-sale,335000335000359000,160,216,4,2,No,Installed,None,2,None,None,None,145,B,None,60,16,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment-block/for-sale/li%C3%A8ge/4020/20159768
20256818,8300,knokke-heist,duplex,for-sale,595000595000,None,108,2,1,No,Hyper equipped,As new,2,2,2,2023,None,Not specified,Non flood zone,None,5,No,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/duplex/for-sale/knokke-heist/8300/20256818
11061127,7700,mouscron,house,for-sale,109000109000119000,135,None,2,1,No,Semi equipped,To be done up,2,1,None,None,200,C,Non flood zone,65,None,No,No,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/mouscron/7700/11061127
20256815,8210,loppem,house,for-sale,425000425000,591,None,None,None,None,None,Good,4,None,None,1933,None,Not specified,None,400,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/loppem/8210/20256815
20256808,1050,ixelles,apartment-block,for-sale,615000615000,None,None,3,3,None,None,None,2,4,None,None,226,E,Non flood zone,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment-block/for-sale/ixelles/1050/20256808
20256807,8800,roeselare,house,for-sale,175000175000,220,None,3,None,None,None,Good,3,None,None,1930,565,F,Non flood zone,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20256807
20256812,8310,sint-kruis,house,for-sale,145000145000,154,127,3,1,None,None,Good,4,None,None,1975,270,C,Non flood zone,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/sint-kruis/8310/20256812
20256803,4000,li%C3%A8ge,house,for-sale,214900214900,255,120,3,1,No,Semi equipped,To be done up,3,2,None,1930,317,D,None,24,38,No,No,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/li%C3%A8ge/4000/20256803
20256800,5600,romedenne,villa,for-sale,230000230000,729,179,3,1,No,Installed,None,4,None,None,1976,372,E,None,600,20,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/villa/for-sale/romedenne/5600/20256800
20256792,7090,braine-le-comte,house,for-sale,270000270000,746,105,3,1,None,Installed,To be done up,4,None,None,1987,None,Not specified,None,1,None,None,None,None,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/house/for-sale/braine-le-comte/7090/20256792
20256791,3600,genk,house,for-sale,719000719000,1950,315,5,3,None,Hyper equipped,Good,4,None,None,1988,248,C,Non flood zone,None,None,None,None,93,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/genk/3600/20256791
20256789,3945,kwaadmechelen,house,for-sale,510000510000,1891,None,5,2,None,Installed,Good,4,1,None,None,286,C,Non flood zone,None,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/kwaadmechelen/3945/20256789
20256790,3120,tremelo,house,for-sale,395000395000,1063,272,5,1,None,Hyper equipped,Good,4,None,None,1966,1050,F,Non flood zone,None,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/tremelo/3120/20256790
20256783,8620,nieuwpoort,apartment,for-sale,295000295000,None,50,1,1,Yes,Semi equipped,Good,None,9,None,1998,384,D,Non flood zone,None,18,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/20256783
20256782,1040,etterbeek,apartment-block,for-sale,830000830000,None,300,5,5,None,None,None,2,3,None,None,300,F,Non flood zone,None,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment-block/for-sale/etterbeek/1040/20256782
20241835,9190,stekene,house,for-sale,310000310000,1306,80,2,1,None,Installed,Good,4,None,None,2016,294,C,Non flood zone,None,30,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/stekene/9190/20241835
20256770,4721,la%20calamine,apartment-block,for-sale,475000475000,829,None,8,3,None,None,Good,4,None,None,1969,177,C,None,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment-block/for-sale/la%20calamine/4721/20256770
20131937,8370,blankenberge,apartment,for-sale,219000219000229000,None,85,2,1,None,None,To be done up,2,None,3,1970,201,C,Non flood zone,None,None,None,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20131937
20256769,1315,incourt,house,for-sale,350000350000,1100,140,3,1,None,None,Good,4,1,None,None,444,F,None,None,None,None,None,None,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/house/for-sale/incourt/1315/20256769
20256767,3050,oud-heverlee,house,for-sale,439000439000,750,139,3,1,None,Hyper equipped,Good,4,2,None,1967,483,E,None,500,20,No,No,43,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/oud-heverlee/3050/20256767
20219660,4100,seraing,house,for-sale,215000215000,520,200,4,1,No,None,Just renovated,2,3,None,1875,272,D,Non flood zone,420,30,No,No,27,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20219660
20221067,9620,zottegem,house,for-sale,260000260000,375,219,3,2,No,Installed,Good,None,None,None,1910,407,E,Non flood zone,None,None,None,None,18,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20221067
20224299,2018,antwerpen,mixed-use-building,for-sale,265000265000,771,79,3,1,None,Installed,Just renovated,3,7,None,1958,290,C,Non flood zone,None,None,None,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/antwerpen/2018/20224299
20213609,9600,ronse,house,for-sale,229000229000,80,188,3,1,No,Installed,Just renovated,2,2,None,1935,214,C,Non flood zone,None,15,No,No,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20213609
20222924,2020,antwerpen,house,for-sale,375000375000,98,183,3,2,None,None,Good,2,None,None,1951,216,C,Non flood zone,None,3,None,None,50,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2020/20222924
20225370,1501,halle,bungalow,for-sale,395000395000,660,116,2,1,None,None,Good,4,3,None,1971,558,F,Non flood zone,500,None,None,None,114,Not a public sale,None,https://www.immoweb.be/en/classified/bungalow/for-sale/halle/1501/20225370
20200232,1070,anderlecht,house,for-sale,419000419000,180,185,3,1,No,Installed,To renovate,2,2,None,1959,278,F,Non flood zone,100,48,No,No,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/20200232
20186877,9600,ronse,apartment-block,for-sale,299000299000,151,226,5,2,No,Installed,As new,2,2,None,1920,116,B,Non flood zone,18,None,No,No,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment-block/for-sale/ronse/9600/20186877
20209912,4680,oupeye,house,for-sale,299000299000,600,309,6,2,No,Installed,Good,2,2,None,1956,280,D,Non flood zone,320,26,No,No,34,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/house/for-sale/oupeye/4680/20209912
20147980,6790,aubange,house,for-sale,499000499000,980,209,3,1,No,Installed,As new,4,1,None,1960,317,D,Non flood zone,450,30,No,No,90,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/aubange/6790/20147980
20223026,2018,antwerpen,house,for-sale,529000529000,96,235,6,1,None,Semi equipped,Good,2,3,None,None,226,C,Non flood zone,24,None,None,None,40,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2018/20223026
20223033,2140,borgerhout,house,for-sale,529000529000,96,235,6,1,None,Semi equipped,Good,2,3,None,None,226,C,Non flood zone,24,None,None,None,40,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/borgerhout/2140/20223033
20191048,1970,wezembeek-oppem,house,for-sale,950000950000,650,240,4,3,None,Hyper equipped,Good,3,2,None,2007,132,B,Non flood zone,420,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/wezembeek-oppem/1970/20191048
20237685,7130,binche,apartment,for-sale,175000175000,None,122,3,None,None,Installed,Good,2,None,1,None,229,C,None,None,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/binche/7130/20237685
20233148,2020,antwerpen,apartment,for-sale,317900317900,None,80,2,1,No,Installed,As new,2,1,None,None,223,C,Non flood zone,35,None,No,No,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2020/20233148
20158264,4040,herstal,house,for-sale,169000169000,161,180,4,1,No,Not installed,To renovate,2,1,None,1960,425,E,Non flood zone,70,22,No,No,24,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/20158264
20188230,4101,seraing,house,for-sale,230000230000,520,140,3,1,No,Hyper equipped,As new,3,2,None,1950,289,D,Non flood zone,150,120,No,No,17,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/house/for-sale/seraing/4101/20188230
20252578,8820,torhout,house,for-sale,333000333000,446,190,3,1,None,None,Good,None,None,None,2024,None,A,Non flood zone,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/torhout/8820/20252578
20079013,2812,mechelen,house,for-sale,575000575000619000,186,124,3,1,None,Hyper equipped,As new,2,1,None,2020,3,A,Non flood zone,124,21,No,No,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/mechelen/2812/20079013
