Property ID,Postal Code,Locality,Property Type,Sale Type,Price (€),Surface of the plot (m²),Living Area (m²),Bedrooms,Bathrooms,Furnished,Kitchen Type,Building condition,number of Frontages,number of Floors,Floor,Construction Year,Primary Energy Consumption (kWh/m²),Energy class,Flood Zone Type,Garden Surface,Terrace Surface,Swimming Pool,Elevator,Basement,Public Sale,Price Label,URL
20252033,2580,Putte,house,for-sale,425000425000,611.0,153.0,3.0,1.0,,,As new,4.0,2.0,,1987.0,242.0,C,Non flood zone,,,,No,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/putte/2580/20252033
20256477,9200,Schoonaarde Dendermonde,house,for-sale,350000350000,780.0,170.0,2.0,1.0,No,,,3.0,,,1994.0,349.0,D,Non flood zone,,,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/schoonaarde%20%28dendermonde%29/9200/20256477
20256468,1090,Jette,apartment,for-sale,159000159000,,60.0,2.0,,No,Installed,,2.0,2.0,1.0,,285.0,F,,1.0,,,,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/20256468
11295664,8800,Roeselare,house,for-sale,250000250000350000,405.0,,3.0,1.0,,,,2.0,3.0,,,,F,,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/11295664
20256467,5300,Andenne,house,for-sale,9900099000,64.0,100.0,3.0,1.0,,Semi equipped,To be done up,2.0,,,,390.0,E,Non flood zone,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/andenne/5300/20256467
20256464,1785,Merchtem,duplex,for-sale,265000265000,,,2.0,1.0,,,As new,,2.0,3.0,2006.0,77.0,A,Non flood zone,,,,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/duplex/for-sale/merchtem/1785/20256464
20256463,8501,Kortrijk,house,for-sale,295000295000,425.0,115.0,1.0,1.0,,,Just renovated,,1.0,,,125.0,B,Non flood zone,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8501/20256463
20256459,8560,Wevelgem,house,for-sale,895000895000,1521.0,450.0,3.0,1.0,,,Just renovated,,1.0,,,179.0,B,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/wevelgem/8560/20256459
20256457,2960,Sint-Lenaarts,house,for-sale,399000399000,,174.0,4.0,,,,Good,3.0,,,2019.0,100.0,A,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/sint-lenaarts/2960/20256457
20162084,6223,Wagneleae,house,for-sale,595000595000,1200.0,350.0,5.0,3.0,,,As new,4.0,,,2024.0,,Not specified,,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/wagnel%C3%A9e/6223/20162084
20256453,9140,Tielrode,bungalow,for-sale,195000195000,298.0,84.0,1.0,1.0,,,As new,4.0,1.0,,1978.0,376.0,D,Non flood zone,200.0,16.0,,,,Not a public sale,,https://www.immoweb.be/en/classified/bungalow/for-sale/tielrode/9140/20256453
20256449,3800,Sint-Truiden,house,for-sale,399000399000,1610.0,220.0,2.0,1.0,,,Good,4.0,3.0,,1977.0,302.0,D,Non flood zone,,,,No,224,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/sint-truiden/3800/20256449
20256454,9100,Sint-Niklaas,house,for-sale,289000289000,106.0,155.0,4.0,,,,As new,2.0,3.0,,1920.0,313.0,D,Non flood zone,33.0,14.0,,No,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/sint-niklaas/9100/20256454
20256447,3271,Scherpenheuvel-Zichem,house,for-sale,249000249000,55.0,196.0,2.0,1.0,,,To renovate,2.0,3.0,,1969.0,524.0,F,,77.0,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/scherpenheuvel-zichem/3271/20256447
20256448,3583,Beringen,duplex,for-sale,225000225000,,138.0,3.0,1.0,,,Good,2.0,2.0,1.0,1999.0,141.0,B,,,13.0,,No,,Not a public sale,,https://www.immoweb.be/en/classified/duplex/for-sale/beringen/3583/20256448
20256446,3980,Tessenderlo,house,for-sale,295000295000,8577.0,214.0,3.0,1.0,,,To renovate,4.0,4.0,,1961.0,470.0,E,,470.0,,,No,8,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/tessenderlo/3980/20256446
20256445,3620,Lanaken,house,for-sale,395000395000,1625.0,173.0,4.0,,,,To be done up,4.0,,,1959.0,545.0,F,,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/lanaken/3620/20256445
20053556,1090,Jette,apartment,for-sale,169000169000175000,,60.0,2.0,,No,Installed,,2.0,2.0,2.0,,794.0,G,,1.0,,,,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/20053556
20244815,2060,Antwerpen,apartment,for-sale,199000199000,,60.0,1.0,1.0,No,Hyper equipped,Just renovated,2.0,,1.0,,125.0,B,Non flood zone,,,,No,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/20244815
20256434,8870,Izegem,house,for-sale,315000315000,112.0,189.0,3.0,1.0,,,Good,,2.0,,,221.0,C,Non flood zone,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20256434
20256433,3000,Leuven,flat-studio,for-sale,209000209000,,34.0,1.0,1.0,,,As new,,1.0,1.0,1971.0,104.0,B,Non flood zone,,5.0,,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/flat-studio/for-sale/leuven/3000/20256433
20256429,8370,Blankenberge,apartment,for-sale,249000249000,,107.0,2.0,1.0,,Hyper equipped,As new,2.0,,2.0,,262.0,C,Non flood zone,,,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20256429
20256431,8300,Knokke-Heist,apartment,for-sale,595000595000,,92.0,2.0,2.0,,,Good,,,,2000.0,162.0,B,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20256431
20256428,9255,Buggenhout,house,for-sale,329000329000,320.0,186.0,3.0,1.0,No,Hyper equipped,,3.0,,,1985.0,431.0,E,,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/buggenhout/9255/20256428
20225089,8300,Knokke,apartment,for-sale,525000525000,,69.0,2.0,1.0,,,Just renovated,,5.0,4.0,1990.0,100.0,A,Non flood zone,,,,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20225089
20222696,1000,Brussel,apartment,for-sale,450000450000,,100.0,2.0,1.0,No,Installed,Just renovated,2.0,7.0,4.0,,,D,Non flood zone,,2.0,No,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20222696
20224776,8300,Knokke-Heist,apartment,for-sale,775000775000,,92.0,2.0,2.0,Yes,Hyper equipped,Good,2.0,5.0,1.0,1990.0,80.0,A,Non flood zone,,,,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20224776
20225082,8300,Knokke,apartment,for-sale,12950001295000,,75.0,2.0,2.0,,,Good,,8.0,7.0,1967.0,224.0,C,Non flood zone,,,,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20225082
20225086,8300,Knokke,apartment,for-sale,13700001370000,,110.0,3.0,3.0,,,As new,,2.0,1.0,1976.0,132.0,B,Non flood zone,,,,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20225086
20251175,2018,Antwerpen,house,for-sale,18200001820000,,537.0,3.0,3.0,,,Good,2.0,,,,166.0,B,Non flood zone,450.0,,,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2018/20251175
20251965,1050,Ixelles,house,for-sale,16000001600000,365.0,342.0,5.0,3.0,No,Hyper equipped,As new,2.0,3.0,,1885.0,331.0,F,Non flood zone,190.0,40.0,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/20251965
20231677,9600,Ronse,house,for-sale,249000249000,342.0,125.0,4.0,1.0,,Installed,Good,3.0,2.0,,1939.0,207.0,C,,,,,,21,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20231677
20229977,8870,Izegem,house,for-sale,329000329000,244.0,188.0,3.0,1.0,,Hyper equipped,Good,,,,1965.0,111.0,B,Possible flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20229977
20232101,3210,Lubbeek,house,for-sale,497000497000,1000.0,198.0,4.0,2.0,,,Just renovated,4.0,,,1953.0,,Not specified,Non flood zone,890.0,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/lubbeek/3210/20232101
20227353,1150,Woluwe-Saint-Pierre,house,for-sale,11500001150000,449.0,295.0,6.0,2.0,No,Installed,Good,3.0,2.0,,1960.0,271.0,E,,250.0,6.0,No,No,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/20227353
20240595,2850,Boom,loft,for-sale,895000895000,,360.0,4.0,2.0,No,Hyper equipped,As new,3.0,,1.0,1897.0,178.0,B,Non flood zone,,,No,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/loft/for-sale/boom/2850/20240595
20240519,2060,Antwerpen,apartment,for-sale,199900199900,,61.0,1.0,1.0,No,Installed,As new,2.0,,1.0,,109.0,B,Non flood zone,,1.0,No,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/20240519
20243750,8530,Harelbeke,loft,for-sale,895000895000,,414.0,4.0,1.0,,Hyper equipped,Just renovated,,3.0,,,105.0,B,Non flood zone,,13.0,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/loft/for-sale/harelbeke/8530/20243750
20192096,2600,Berchem,apartment,for-sale,499000499000,,161.0,2.0,2.0,,Installed,Good,,6.0,6.0,1987.0,183.0,B,Non flood zone,,106.0,,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20192096
20234554,2100,Antwerpen,house,for-sale,597000597000,180.0,242.0,5.0,2.0,,Installed,As new,2.0,3.0,,1938.0,65.0,A,Non flood zone,63.0,18.0,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2100/20234554
20243096,1180,Uccle,ground-floor,for-sale,328000328000,,82.0,1.0,1.0,No,Hyper equipped,Just renovated,2.0,4.0,,1956.0,235.0,E,Non flood zone,,5.0,No,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/ground-floor/for-sale/uccle/1180/20243096
20199488,1170,Watermael-Boitsfort,apartment,for-sale,299000299000,,100.0,2.0,1.0,No,Installed,To renovate,2.0,8.0,3.0,1973.0,239.0,E,Non flood zone,,15.0,No,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/watermael-boitsfort/1170/20199488
20159639,1200,Woluwe-Saint-Lambert,apartment,for-sale,625000625000,,160.0,3.0,2.0,No,Not installed,As new,2.0,8.0,3.0,1958.0,118.0,C,Non flood zone,,13.0,No,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20159639
20218522,4041,Vottem,house,for-sale,265000265000,225.0,104.0,3.0,2.0,,Installed,Good,3.0,1.0,,1949.0,242.0,C,,,85.0,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/vottem/4041/20218522
20220164,8790,Waregem,house,for-sale,299000299000,225.0,130.0,2.0,1.0,,Installed,,3.0,,,1955.0,389.0,D,Non flood zone,47.0,53.0,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/waregem/8790/20220164
20222520,4850,Plombieres,villa,for-sale,13000001300000,2031.0,472.0,5.0,3.0,No,Installed,As new,4.0,2.0,,2006.0,53.0,A,Non flood zone,,,Yes,No,Yes,Not a public sale,,https://www.immoweb.be/en/classified/villa/for-sale/plombieres/4850/20222520
20223626,8300,Knokke-Zoute,house,for-sale,13650001365000,88.0,155.0,3.0,2.0,,Hyper equipped,Good,2.0,2.0,,1960.0,190.0,B,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/knokke-zoute/8300/20223626
20256424,9185,Wachtebeke,house,for-sale,369000369000,408.0,183.0,3.0,1.0,,,As new,3.0,3.0,,1981.0,410.0,E,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/wachtebeke/9185/20256424
20194470,2280,Grobbendonk,house,for-sale,155000155000165000,95.0,85.0,2.0,1.0,,,,3.0,,,1940.0,655.0,F,Non flood zone,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/grobbendonk/2280/20194470
20256411,8400,Oostende,apartment,for-sale,249000249000,,,2.0,1.0,,,As new,2.0,,5.0,1994.0,251.0,C,Non flood zone,,,,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20256411
20256414,3128,Tremelo,house,for-sale,329000329000,2104.0,135.0,2.0,,,,To renovate,4.0,,,1965.0,955.0,F,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/tremelo/3128/20256414
20256409,3580,Beringen,house,for-sale,389000389000,343.0,278.0,5.0,1.0,,Hyper equipped,As new,3.0,3.0,,2016.0,,Not specified,,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/beringen/3580/20256409
20256410,8400,Oostende,apartment,for-sale,349000349000,,105.0,3.0,1.0,,,Good,4.0,14.0,2.0,1973.0,200.0,B,Possible flood zone,28.0,28.0,,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20256410
20256406,9800,Deinze Astene,villa,for-sale,490000490000,683.0,,3.0,1.0,No,Hyper equipped,Good,4.0,1.0,,1998.0,153.0,B,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/villa/for-sale/deinze%20astene/9800/20256406
20174412,1760,Roosdaal,house,for-sale,460000460000475000,1436.0,364.0,5.0,2.0,,,Good,3.0,,,1969.0,274.0,C,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/roosdaal/1760/20174412
20174410,1761,Roosdaal Borchtlombeek,house,for-sale,460000460000475000,1436.0,364.0,5.0,2.0,,,Good,3.0,,,1969.0,274.0,C,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/roosdaal%20borchtlombeek/1761/20174410
20256390,1030,Schaerbeek,house,for-sale,650000650000,190.0,416.0,6.0,2.0,No,Hyper equipped,Good,2.0,3.0,,1935.0,272.0,E,,30.0,20.0,No,No,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/20256390
20256408,2640,Mortsel Mortsel,house,for-sale,258000258000,132.0,132.0,2.0,1.0,No,,,2.0,,,1930.0,525.0,F,Non flood zone,,,No,No,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/mortsel%20%28mortsel%29/2640/20256408
20256385,3950,Bocholt,house,for-sale,450000450000,980.0,209.0,3.0,2.0,,Installed,,4.0,,,2004.0,206.0,C,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/bocholt/3950/20256385
20256380,2280,Grobbendonk,house,for-sale,385000385000,,165.0,4.0,4.0,No,Installed,Good,,,,2024.0,,Not specified,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/grobbendonk/2280/20256380
20256381,7190,Ecaussinnes,mansion,for-sale,265000265000,,,4.0,2.0,No,Not installed,To be done up,2.0,4.0,,1900.0,378.0,E,,75.0,25.0,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/mansion/for-sale/%C3%89caussinnes/7190/20256381
20256375,2280,Grobbendonk,house,for-sale,405000405000,,170.0,5.0,1.0,No,Installed,Good,,,,2024.0,,Not specified,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/grobbendonk/2280/20256375
20256358,1180,Uccle,house,for-sale,29500002950000,1872.0,,5.0,3.0,,,Good,4.0,2.0,,1965.0,,Not specified,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20256358
20256374,2400,Mol,house,for-sale,239000239000,292.0,167.0,4.0,1.0,,,,3.0,,,1958.0,753.0,F,,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/mol/2400/20256374
20229444,9820,Merelbeke,apartment,for-sale,249000249000,,81.0,2.0,1.0,No,,,,3.0,1.0,1976.0,187.0,B,Non flood zone,,8.0,,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/merelbeke/9820/20229444
20232434,1050,Ixelles,apartment,for-sale,345000345000,,64.0,1.0,,,Not installed,Just renovated,2.0,1.0,,1900.0,821.0,G,Non flood zone,,20.0,,,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20232434
20231058,2150,Borsbeek,ground-floor,for-sale,349000349000,,125.0,3.0,2.0,,USA semi equipped,,2.0,2.0,,2024.0,,Not specified,Non flood zone,190.0,11.0,,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/ground-floor/for-sale/borsbeek/2150/20231058
20229742,1070,Anderlecht,penthouse,for-sale,259000259000,,80.0,2.0,1.0,No,Installed,Good,3.0,5.0,5.0,2006.0,191.0,D,Non flood zone,,10.0,No,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/penthouse/for-sale/anderlecht/1070/20229742
20256138,9800,Deinze,house,for-sale,376000376000,191.0,123.0,3.0,1.0,No,Hyper equipped,As new,2.0,3.0,,2024.0,,Not specified,Non flood zone,,,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/deinze/9800/20256138
20256169,9800,Deinze,house,for-sale,411900411900,226.0,132.0,3.0,1.0,No,Hyper equipped,As new,3.0,3.0,,2024.0,,Not specified,Non flood zone,,,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/deinze/9800/20256169
20256167,9800,Deinze,house,for-sale,413400413400,227.0,132.0,3.0,1.0,No,Hyper equipped,As new,3.0,3.0,,2024.0,,Not specified,Non flood zone,,,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/deinze/9800/20256167
20256141,9800,Deinze,house,for-sale,413400413400,227.0,132.0,3.0,1.0,No,Hyper equipped,As new,3.0,3.0,,2024.0,,Not specified,Non flood zone,,,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/deinze/9800/20256141
20256166,9800,Deinze,house,for-sale,426450426450,359.0,132.0,3.0,1.0,No,Hyper equipped,As new,3.0,3.0,,2024.0,,Not specified,Non flood zone,,,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/deinze/9800/20256166
20256161,9800,Deinze,villa,for-sale,450000450000,419.0,132.0,3.0,1.0,No,Hyper equipped,As new,4.0,3.0,,2024.0,,Not specified,Non flood zone,,,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/villa/for-sale/deinze/9800/20256161
20256140,9800,Deinze,villa,for-sale,536500536500,432.0,192.0,3.0,1.0,No,Hyper equipped,As new,4.0,3.0,,2024.0,,Not specified,Non flood zone,,,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/villa/for-sale/deinze/9800/20256140
20256139,9800,Deinze,house,for-sale,538500538500,419.0,140.0,3.0,1.0,No,Hyper equipped,As new,3.0,3.0,,2024.0,,Not specified,Non flood zone,,,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/deinze/9800/20256139
20256133,9800,Deinze,villa,for-sale,549500549500,587.0,181.0,3.0,1.0,No,Hyper equipped,As new,4.0,3.0,,2024.0,,Not specified,Non flood zone,,,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/villa/for-sale/deinze/9800/20256133
20256168,9800,Deinze,villa,for-sale,547000547000,552.0,192.0,3.0,1.0,No,Hyper equipped,As new,4.0,3.0,,2024.0,,Not specified,Non flood zone,,,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/villa/for-sale/deinze/9800/20256168
20248310,8800,Roeselare,apartment,for-sale,139000139000,,84.0,2.0,1.0,,,,,,2.0,1978.0,258.0,C,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/20248310
20248311,8800,Roeselare,apartment,for-sale,149000149000,,84.0,2.0,1.0,,,,,,2.0,1978.0,385.0,C,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/20248311
20245959,2460,Kasterlee,apartment,for-sale,345000345000,,166.0,3.0,1.0,,,Good,,,,2002.0,178.0,B,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/kasterlee/2460/20245959
20256355,8300,Knokke,apartment,for-sale,425000425000,,71.0,2.0,1.0,,,As new,,,1.0,,160.0,B,Non flood zone,,,,No,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20256355
20256354,2640,Mortsel,apartment,for-sale,279000279000,,99.0,3.0,,,Installed,Good,3.0,5.0,5.0,1975.0,200.0,B,Non flood zone,,,,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/20256354
20256353,4910,La Reid,house,for-sale,245000245000,,267.0,3.0,1.0,,Semi equipped,Good,,,,,216.0,C,,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/la%20reid/4910/20256353
20256347,7812,Ath,house,for-sale,262000262000,363.0,133.0,3.0,1.0,,,To restore,4.0,2.0,,,433.0,F,Non flood zone,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/ath/7812/20256347
20256346,8660,De Panne,apartment,for-sale,249000249000,,60.0,1.0,1.0,No,,Good,2.0,2.0,2.0,2024.0,,Not specified,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/de%20panne/8660/20256346
20256343,4800,Verviers,apartment,for-sale,110000110000,,70.0,1.0,1.0,No,Semi equipped,Good,2.0,5.0,2.0,,245.0,C,,,,No,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/verviers/4800/20256343
20256342,8930,Rekkem,apartment,for-sale,169000169000,,72.0,2.0,1.0,No,Installed,Good,3.0,,1.0,2002.0,102.0,B,Non flood zone,,14.0,No,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/rekkem/8930/20256342
20256337,4700,Eupen,apartment-block,for-sale,695000695000,1500.0,650.0,10.0,4.0,,Not installed,To be done up,4.0,,,1980.0,477.0,F,,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment-block/for-sale/eupen/4700/20256337
20256334,1500,Halle,apartment-block,for-sale,399000399000,261.0,235.0,4.0,2.0,,,,2.0,3.0,,1953.0,897.0,F,Possible flood zone,,31.0,,,,Not a public sale,,https://www.immoweb.be/en/classified/apartment-block/for-sale/halle/1500/20256334
20256325,6670,Gouvy,house,for-sale,590000590000,1478.0,196.0,4.0,2.0,Yes,Installed,,4.0,,,,225.0,C,Non flood zone,1000.0,40.0,No,No,33,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/gouvy/6670/20256325
20256329,1030,Schaerbeek,apartment,for-sale,340000340000,,78.0,2.0,1.0,No,Hyper equipped,,2.0,4.0,2.0,2026.0,37.0,A,Non flood zone,,7.0,No,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20256329
20256324,1030,Schaerbeek,penthouse,for-sale,265000265000,,55.0,1.0,1.0,No,Hyper equipped,,2.0,4.0,4.0,2026.0,37.0,A,Non flood zone,,12.0,No,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/penthouse/for-sale/schaerbeek/1030/20256324
20256322,8790,Desselgem,country-cottage,for-sale,600000600000,24922.0,150.0,3.0,1.0,No,,,4.0,,,1965.0,1495.0,F,Non flood zone,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/country-cottage/for-sale/desselgem/8790/20256322
20256321,3400,Landen,villa,for-sale,695000695000,6120.0,210.0,4.0,1.0,,Hyper equipped,Good,4.0,3.0,,2002.0,228.0,C,Non flood zone,,50.0,,,30,Not a public sale,,https://www.immoweb.be/en/classified/villa/for-sale/landen/3400/20256321
20256318,1090,Jette,house,for-sale,499000499000,,240.0,3.0,2.0,,Semi equipped,To be done up,2.0,3.0,,,316.0,F,,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/jette/1090/20256318
20256317,1090,Jette,apartment,for-sale,499000499000,,240.0,3.0,2.0,,Semi equipped,To be done up,2.0,3.0,,,316.0,F,,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/20256317
20256316,1090,Jette,apartment,for-sale,199000199000,,83.0,1.0,1.0,,Semi equipped,Good,2.0,2.0,1.0,,417.0,G,,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/20256316
20256313,1090,Jette,apartment,for-sale,299000299000,,116.0,1.0,1.0,,Semi equipped,Good,2.0,2.0,1.0,,316.0,F,,,12.0,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/20256313
20233069,1950,Kraainem,house,for-sale,520000520000,260.0,147.0,3.0,1.0,No,,To be done up,3.0,2.0,,,456.0,E,,75.0,15.0,,,10,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/kraainem/1950/20233069
20256310,3001,Leuven Heverlee,apartment,for-sale,575000575000,,93.0,2.0,1.0,No,Installed,,2.0,,4.0,2019.0,86.0,A,,,8.0,,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/leuven%20heverlee/3001/20256310
20158875,1190,Forest,flat-studio,for-sale,150000150000,,42.0,,1.0,,,Good,,3.0,2.0,,200.0,D,,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/flat-studio/for-sale/forest/1190/20158875
20256298,8670,Sint-Idesbald,apartment,for-sale,385000385000,,83.0,2.0,1.0,Yes,,,4.0,3.0,2.0,1997.0,108.0,B,Non flood zone,,,No,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/sint-idesbald/8670/20256298
20256291,2170,Antwerpen,apartment,for-sale,239000239000,,104.0,2.0,1.0,No,Installed,Good,2.0,,4.0,1979.0,124.0,B,,,10.0,No,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2170/20256291
20119385,1602,Vlezenbeek,villa,for-sale,680000680000710000,2282.0,170.0,4.0,1.0,,Hyper equipped,To be done up,4.0,1.0,,1962.0,723.0,F,,2098.0,,,,,Not a public sale,,https://www.immoweb.be/en/classified/villa/for-sale/vlezenbeek/1602/20119385
20234375,9340,Impe,exceptional-property,for-sale,369000369000,80.0,217.0,4.0,1.0,,Hyper equipped,As new,3.0,3.0,,1868.0,279.0,C,,,,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/impe/9340/20234375
20235941,9620,Zottegem,villa,for-sale,575000575000,1053.0,255.0,3.0,2.0,,,Good,,,,2010.0,70.0,A,Non flood zone,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/villa/for-sale/zottegem/9620/20235941
20237737,9870,Zulte,house,for-sale,849000849000,1709.0,378.0,4.0,2.0,,Installed,Good,4.0,,,1960.0,232.0,C,,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/zulte/9870/20237737
